"zip","city","county","pop"
"94923","Bodega Bay","Sonoma","846"
"92347","Hinkley","San Bernardino","843"
"95227","Clements","San Joaquin","842"
"92070","Santa Ysabel","San Diego","829"
"96069","Oak Run","Shasta","828"
"96038","Grenada","Siskiyou","827"
"95960","North San Juan","Nevada","825"
"93928","Jolon","Monterey","820"
"95651","Lotus","El Dorado","819"
"94937","Inverness","Marin","816"
"95914","Bangor","Butte","815"
"93932","Lockwood","Monterey","810"
"96142","Tahoma","El Dorado","807"
"95635","Greenwood","El Dorado","807"
"95701","Alta","Placer","806"
"93450","San Ardo","Monterey","806"
"95629","Fiddletown","Amador","795"
"93452","San Simeon","San Luis Obispo","795"
"94938","Lagunitas","Marin","790"
"92358","Lytle Creek","San Bernardino","782"
"92258","North Palm Springs","Riverside","778"
"93424","Avila Beach","San Luis Obispo","776"
"95439","Fulton","Sonoma","774"
"95565","Scotia","Humboldt","772"
"96109","Doyle","Lassen","758"
"95456","Littleriver","Mendocino","754"
"95345","Midpines","Mariposa","749"
"95668","Pleasant Grove","Sutter","743"
"92327","Daggett","San Bernardino","740"
"93673","Traver","Tulare","740"
"95043","Paicines","San Benito","732"
"96096","Whitmore","Shasta","732"
"95444","Graton","Sonoma","715"
"96048","Junction City","Trinity","713"
"95387","Westley","Stanislaus","710"
"90742","Sunset Beach","Orange","699"
"94567","Pope Valley","Napa","696"
"96148","Tahoe Vista","Placer","696"
"94946","Nicasio","Marin","694"
"94970","Stinson Beach","Marin","689"
"91210","Glendale","Los Angeles","689"
"96058","Macdoel","Siskiyou","686"
"92322","Cedarpines Park","San Bernardino","686"
"95007","Brookdale","Santa Cruz","681"
"96128","Standish","Lassen","674"
"95939","Elk Creek","Glenn","673"
"94933","Forest Knolls","Marin","671"
"95652","Mcclellan","Sacramento","667"
"95543","Gasquet","Del Norte","664"
"95552","Mad River","Trinity","659"
"95420","Caspar","Mendocino","648"
"92135","San Diego","San Diego","646"
"91980","Tecate","San Diego","636"
"92309","Baker","San Bernardino","633"
"95942","Forest Ranch","Butte","629"
"93604","Bass Lake","Madera","629"
"95556","Orleans","Humboldt","627"
"92305","Angelus Oaks","San Bernardino","622"
"95459","Manchester","Mendocino","618"
"95675","River Pines","Amador","607"
"95563","Salyer","Trinity","604"
"94922","Bodega","Sonoma","603"
"96104","Cedarville","Modoc","603"
"95017","Davenport","Santa Cruz","603"
"95935","Dobbins","Yuba","602"
"96059","Manton","Tehama","599"
"92268","Pioneertown","San Bernardino","597"
"95230","Farmington","San Joaquin","597"
"96087","Shasta","Shasta","589"
"95251","Vallecito","Calaveras","582"
"96091","Trinity Center","Trinity","578"
"92066","Ranchita","San Diego","572"
"93526","Independence","Inyo","570"
"92678","Trabuco Canyon","Orange","570"
"95527","Burnt Ranch","Trinity","570"
"95233","Hathaway Pines","Calaveras","567"
"95653","Madison","Yolo","563"
"93255","Onyx","Kern","556"
"95970","Princeton","Colusa","551"
"92147","San Diego","San Diego","551"
"94104","San Francisco","San Francisco","546"
"96015","Canby","Modoc","529"
"93517","Bridgeport","Mono","526"
"95432","Elk","Mendocino","519"
"93529","June Lake","Mono","508"
"94548","Knightsen","Contra Costa","501"
"96033","French Gulch","Shasta","500"
"94963","San Geronimo","Marin","498"
"95941","Forbestown","Butte","497"
"91931","Guatay","San Diego","496"
"96129","Beckwourth","Plumas","496"
"92155","San Diego","San Diego","490"
"95075","Tres Pinos","San Benito","484"
"95585","Leggett","Mendocino","483"
"93954","San Lucas","Monterey","472"
"95225","Burson","Calaveras","470"
"95471","Rio Nido","Sonoma","470"
"96084","Round Mountain","Shasta","458"
"93067","Summerland","Santa Barbara","454"
"95922","Camptonville","Yuba","454"
"93224","Fellows","Kern","453"
"96090","Tehama","Tehama","445"
"95714","Dutch Flat","Placer","440"
"95385","Vernalis","San Joaquin","440"
"94021","Loma Mar","San Mateo","436"
"95257","Wilseyville","Calaveras","433"
"95564","Samoa","Humboldt","432"
"95979","Stonyford","Colusa","430"
"93652","Raisin","Fresno","426"
"95558","Petrolia","Humboldt","423"
"95697","Yolo","Yolo","420"
"96050","Klamath River","Siskiyou","418"
"93563","Valyermo","Los Angeles","408"
"93664","Shaver Lake","Fresno","408"
"95983","Taylorsville","Plumas","403"
"95412","Annapolis","Sonoma","402"
"93244","Lemon Cove","Tulare","395"
"95950","Grimes","Colusa","394"
"95417","Branscomb","Mendocino","389"
"93531","Keene","Kern","388"
"93962","Spreckels","Monterey","385"
"96006","Adin","Modoc","380"
"96016","Cassel","Shasta","375"
"91759","Mt Baldy","Los Angeles","374"
"96065","Montgomery Creek","Shasta","359"
"92328","Death Valley","Inyo","354"
"95041","Mount Hermon","Santa Cruz","353"
"96009","Bieber","Lassen","345"
"93645","O Neals","Madera","344"
"95934","Crescent Mills","Plumas","341"
"96054","Lookout","Modoc","339"
"95555","Orick","Humboldt","337"
"96037","Greenview","Siskiyou","335"
"96075","Paynes Creek","Tehama","331"
"96124","Calpine","Sierra","329"
"95607","Capay","Yolo","327"
"95537","Fields Landing","Humboldt","325"
"95639","Hood","Sacramento","321"
"96117","Litchfield","Lassen","319"
"96121","Milford","Lassen","317"
"92333","Fawnskin","San Bernardino","316"
"93512","Benton","Mono","313"
"96086","Seiad Valley","Siskiyou","309"
"94528","Diablo","Contra Costa","307"
"95837","Sacramento","Sacramento","305"
"95312","Cressey","Merced","304"
"95450","Jenner","Sonoma","298"
"96141","Homewood","Placer","297"
"95569","Redcrest","Humboldt","295"
"96063","Mineral","Tehama","292"
"95511","Alderpoint","Humboldt","290"
"95956","Meadow Valley","Plumas","290"
"94971","Tomales","Marin","288"
"95554","Myers Flat","Humboldt","287"
"95920","Butte City","Glenn","285"
"92134","San Diego","San Diego","280"
"92239","Desert Center","Riverside","274"
"95571","Weott","Humboldt","271"
"95443","Glenhaven","Lake","270"
"95318","El Portal","Mariposa","268"
"90743","Surfside","Orange","267"
"91934","Jacumba","San Diego","267"
"93549","Olancha","Inyo","264"
"92378","Rimforest","San Bernardino","263"
"96092","Vina","Tehama","254"
"95568","Somes Bar","Siskiyou","253"
"95488","Westport","Mendocino","251"
"95493","Witter Springs","Lake","241"
"95606","Brooks","Yolo","240"
"93628","Hume","Fresno","239"
"93207","California Hot Springs","Tulare","239"
"96034","Gazelle","Siskiyou","236"
"94940","Marshall","Marin","234"
"96133","Topaz","Mono","234"
"96135","Vinton","Plumas","230"
"95728","Soda Springs","Nevada","229"
"93251","Mc Kittrick","Kern","229"
"93260","Posey","Tulare","228"
"95637","Guinda","Yolo","227"
"93541","Lee Vining","Mono","226"
"95427","Comptche","Mendocino","222"
"94929","Dillon Beach","Marin","219"
"95526","Bridgeville","Humboldt","210"
"95925","Challenge","Yuba","209"
"96106","Clio","Plumas","209"
"94569","Port Costa","Contra Costa","205"
"92341","Green Valley Lake","San Bernardino","203"
"92385","Skyforest","San Bernardino","202"
"96112","Fort Bidwell","Modoc","202"
"95335","Long Barn","Tuolumne","201"
"96076","Platina","Shasta","200"
"95736","Weimar","Placer","198"
"93641","Miramonte","Fresno","198"
"94074","San Gregorio","San Mateo","197"
"95431","Eldridge","Sonoma","196"
"96029","Flournoy","Tehama","195"
"96068","Nubieber","Lassen","193"
"95930","Clipper Mills","Butte","191"
"95248","Rail Road Flat","Calaveras","189"
"93605","Big Creek","Fresno","188"
"93627","Helm","Fresno","188"
"93276","Tupman","Kern","186"
"93043","Port Hueneme Cbc Base","Ventura","184"
"96125","Sierra City","Sierra","184"
"93603","Badger","Tulare","183"
"95595","Zenia","Trinity","182"
"93226","Glennville","Kern","180"
"95698","Zamora","Yolo","179"
"96040","Hat Creek","Shasta","178"
"96074","Paskenta","Tehama","174"
"93524","Edwards","Kern","168"
"95224","Avery","Calaveras","166"
"96046","Hyampom","Trinity","165"
"93669","Wishon","Madera","164"
"95232","Glencoe","Calaveras","164"
"95978","Stirling City","Butte","163"
"96011","Big Bend","Shasta","162"
"96110","Eagleville","Modoc","161"
"96116","Likely","Modoc","159"
"95463","Navarro","Mendocino","152"
"96017","Castella","Shasta","152"
"94516","Canyon","Contra Costa","148"
"96010","Big Bar","Trinity","146"
"92389","Tecopa","Inyo","146"
"96014","Callahan","Siskiyou","145"
"95601","Amador City","Amador","144"
"91046","Verdugo City","Los Angeles","143"
"90822","Long Beach","Los Angeles","139"
"93528","Johannesburg","Kern","138"
"96031","Forks Of Salmon","Siskiyou","136"
"94128","San Francisco","San Mateo","135"
"94950","Olema","Marin","134"
"95494","Yorkville","Mendocino","125"
"95429","Dos Rios","Mendocino","124"
"93623","Fish Camp","Mariposa","123"
"95514","Blocksburg","Humboldt","117"
"95140","Mount Hamilton","Santa Clara","115"
"96115","Lake City","Modoc","115"
"95936","Downieville","Sierra","114"
"95234","Holt","San Joaquin","113"
"93429","Casmalia","Santa Barbara","111"
"92266","Palo Verde","Imperial","108"
"93042","Point Mugu Nawc","Ventura","107"
"95717","Gold Run","Placer","106"
"96126","Sierraville","Sierra","103"
"95545","Honeydew","Humboldt","101"
"94576","Deer Park","Napa","98"
"93287","Woody","Kern","96"
"95314","Dardanelle","Tuolumne","95"
"96111","Floriston","Nevada","94"
"93621","Dunlap","Fresno","94"
"92259","Ocotillo","Imperial","94"
"96105","Chilcoot","Plumas","93"
"96132","Termo","Lassen","93"
"92332","Essex","San Bernardino","92"
"92060","Palomar Mountain","San Diego","92"
"95715","Emigrant Gap","Placer","91"
"96049","Redding","Shasta","87"
"95604","Auburn","Placer","87"
"96085","Scott Bar","Siskiyou","85"
"95720","Kyburz","El Dorado","83"
"95325","Hornitos","Mariposa","77"
"93592","Trona","San Bernardino","77"
"95013","Coyote","Santa Clara","77"
"95646","Kirkwood","Alpine","76"
"95486","Villa Grande","Sonoma","73"
"95559","Phillipsville","Humboldt","72"
"95679","Rumsey","Yolo","71"
"95550","Korbel","Humboldt","71"
"95625","Elmira","Solano","67"
"95910","Alleghany","Sierra","65"
"93554","Randsburg","Kern","64"
"95974","Richvale","Butte","64"
"93262","Sequoia National Park","Tulare","63"
"96119","Madeline","Lassen","59"
"93220","Edison","Kern","58"
"96108","Davis Creek","Modoc","56"
"93522","Darwin","Inyo","56"
"95986","Washington","Nevada","53"
"96071","Old Station","Shasta","49"
"95587","Piercy","Mendocino","49"
"93208","Camp Nelson","Tulare","47"
"96136","Wendel","Lassen","42"
"93558","Red Mountain","San Bernardino","40"
"96123","Ravendale","Lassen","38"
"95305","Big Oak Flat","Tuolumne","37"
"95984","Twain","Plumas","33"
"95981","Strawberry Valley","Yuba","32"
"94573","Rutherford","Napa","31"
"95944","Goodyears Bar","Sierra","29"
"95923","Canyondam","Plumas","28"
"94972","Valley Ford","Sonoma","23"
"93519","Cantil","Kern","22"
"92304","Amboy","San Bernardino","21"
"93634","Lakeshore","Fresno","21"
"95724","Norden","Nevada","20"
"95699","Drytown","Amador","20"
"96061","Mill Creek","Tehama","19"
"92280","Vidal","San Bernardino","19"
"95226","Campo Seco","Calaveras","16"
"94512","Birds Landing","Solano","16"
"95721","Echo Lake","El Dorado","15"
"93530","Keeler","Inyo","15"
"91948","Mount Laguna","San Diego","15"
"95435","Finley","Lake","14"
"92384","Shoshone","Inyo","13"
"95680","Ryde","Sacramento","10"
"95735","Twin Bridges","El Dorado","10"
"95430","Duncans Mills","Sonoma","7"
"95375","Strawberry","Tuolumne","5"
"92267","Parker Dam","San Bernardino","5"
"90506","Torrance","Los Angeles","0"
"91371","Woodland Hills","Los Angeles","0"
"90831","Long Beach","Los Angeles","0"
"90747","Carson","Los Angeles","0"
"92364","Nipton","San Bernardino","0"
"95250","Sheep Ranch","Calaveras","0"
"92338","Ludlow","San Bernardino","0"
"91608","Universal City","Los Angeles","0"
"90079","Los Angeles","Los Angeles","0"
"94850","Richmond","Contra Costa","0"
"95915","Belden","Plumas","0"
"95364","Pinecrest","Tuolumne","0"
"93410","San Luis Obispo","San Luis Obispo","0"
"93943","Monterey","Monterey","0"
"92222","Bard","Imperial","0"
"92132","San Diego","San Diego","0"
"90071","Los Angeles","Los Angeles","0"
"93633","Kings Canyon National Pk","Tulare","0"
"96155","South Lake Tahoe","El Dorado","0"
"90095","Los Angeles","Los Angeles","0"
"93064","Brandeis","Ventura","0"
